Resource,LCOM,LCOM*,CBO,FO,DIT,NOC,LOC,NOA,NOO,RFC,WMPC
org.apache.tools.ant.taskdefs.SQLExec.DelimiterType,,,0,0,2,0,7,0,1,19,1
org.apache.tools.ant.taskdefs.SQLExec.OnError,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.SQLExec.Transaction,0,50,12,5,1,0,31,2,3,23,6
org.apache.tools.ant.taskdefs.StreamPumper,2,80,2,2,1,0,41,3,3,18,6
org.apache.tools.ant.taskdefs.Tar,21,81,21,17,4,0,337,7,11,181,43
org.apache.tools.ant.taskdefs.Tar.TarCompressionMethod,0,34,4,2,2,0,26,0,2,24,5
org.apache.tools.ant.taskdefs.Tar.TarFileSet,93,92,2,2,5,0,63,7,13,101,16
org.apache.tools.ant.taskdefs.Tar.TarLongFileMode,19,100,0,0,2,0,30,1,6,25,7
org.apache.tools.ant.taskdefs.Taskdef,,,2,1,4,0,5,0,1,50,1
org.apache.tools.ant.taskdefs.TaskOutputStream,0,67,3,2,2,0,28,3,2,26,5
org.apache.tools.ant.taskdefs.TempFile,2,75,4,3,3,0,29,4,5,48,7
org.apache.tools.ant.taskdefs.Touch,2,70,14,9,3,0,110,5,7,66,23
org.apache.tools.ant.taskdefs.Transform,,,0,0,5,0,1,0,0,77,0
org.apache.tools.ant.taskdefs.Tstamp,2,66,9,14,3,0,163,2,4,77,6
org.apache.tools.ant.taskdefs.Tstamp.CustomFormat,20,84,15,9,1,0,86,8,8,41,18
org.apache.tools.ant.taskdefs.Tstamp.Unit,1,100,2,1,2,0,40,1,2,26,3
org.apache.tools.ant.taskdefs.Typedef,,,2,1,4,0,5,0,1,50,1
org.apache.tools.ant.taskdefs.Unpack,20,37,3,2,3,2,61,2,9,57,15
org.apache.tools.ant.taskdefs.Untar,0,0,11,8,4,0,64,1,2,67,4
org.apache.tools.ant.taskdefs.Untar.UntarCompressionMethod,0,34,6,4,2,0,33,0,2,26,7
org.apache.tools.ant.taskdefs.UpToDate,19,81,12,10,3,0,109,6,10,68,24
org.apache.tools.ant.taskdefs.WaitFor,5,80,5,4,3,0,84,5,6,52,11
org.apache.tools.ant.taskdefs.WaitFor.Unit,1,100,1,1,2,0,28,1,2,26,3
org.apache.tools.ant.taskdefs.War,28,66,9,6,6,0,67,2,8,155,13
org.apache.tools.ant.taskdefs.XmlProperty,26,86,16,13,3,0,103,6,8,70,23
org.apache.tools.ant.taskdefs.XSLTLiaison,3,,1,1,0,3,6,0,3,3,3
org.apache.tools.ant.taskdefs.XSLTLogger,,,0,0,0,1,3,0,1,1,1
org.apache.tools.ant.taskdefs.XSLTLoggerAware,,,1,1,0,1,3,0,1,1,1
org.apache.tools.ant.taskdefs.XSLTProcess,279,94,18,14,4,0,341,17,26,169,58
org.apache.tools.ant.taskdefs.XSLTProcess.OutputProperty,2,66,0,0,1,0,16,2,4,15,4
org.apache.tools.ant.taskdefs.XSLTProcess.Param,2,66,1,1,1,0,22,2,4,16,6
org.apache.tools.ant.taskdefs.Zip,384,91,39,30,4,3,616,19,33,234,115
org.apache.tools.ant.taskdefs.Zip.ArchiveState,0,100,1,1,1,0,14,2,2,13,3
org.apache.tools.ant.taskdefs.Zip.Duplicate,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.Zip.WhenEmpty,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.types.AbstractFileSet,645,83,29,29,3,6,303,7,40,135,84
org.apache.tools.ant.types.AntFilterReader,12,66,5,5,3,0,71,3,9,45,18
org.apache.tools.ant.types.Commandline,258,70,7,6,1,0,265,2,23,64,58
org.apache.tools.ant.types.Commandline.Argument,0,0,3,2,1,3,21,1,5,19,6
org.apache.tools.ant.types.Commandline.Marker,0,,3,1,1,0,17,2,1,14,5
org.apache.tools.ant.types.CommandlineJava,185,77,9,9,1,0,202,7,26,82,40
org.apache.tools.ant.types.CommandlineJava.SysProperties,8,0,6,4,2,0,53,1,5,33,10
org.apache.tools.ant.types.DataType,22,60,5,4,2,37,61,3,9,32,14
org.apache.tools.ant.types.Description,,,1,0,3,0,10,0,1,27,2
org.apache.tools.ant.types.DirSet,,,0,0,4,0,15,0,1,84,4
org.apache.tools.ant.types.DTDLocation,2,66,0,0,1,1,16,2,4,15,4
org.apache.tools.ant.types.EnumeratedAttribute,24,50,1,1,1,45,39,2,7,20,12
org.apache.tools.ant.types.Environment,0,0,3,5,1,1,51,1,2,25,5
org.apache.tools.ant.types.Environment.Variable,2,50,3,3,1,0,32,2,7,25,9
org.apache.tools.ant.types.FileList,2,37,7,7,3,0,69,2,6,43,19
org.apache.tools.ant.types.FileSet,,,0,0,4,4,15,0,1,84,4
org.apache.tools.ant.types.FilterChain,0,0,16,16,3,0,63,1,15,45,17
org.apache.tools.ant.types.FilterSet,129,76,12,10,3,0,207,3,16,72,41
org.apache.tools.ant.types.FilterSet.Filter,3,66,0,0,1,0,22,2,4,15,6
org.apache.tools.ant.types.FilterSet.FiltersFile,,,2,1,1,0,7,0,1,13,2
org.apache.tools.ant.types.FilterSetCollection,4,0,3,3,1,0,28,1,3,21,8
org.apache.tools.ant.types.FlexInteger,0,0,0,0,1,0,12,1,2,16,3
org.apache.tools.ant.types.Mapper,33,74,8,9,3,0,141,5,10,56,29
org.apache.tools.ant.types.Mapper.MapperType,1,,2,1,2,0,25,1,2,23,3
org.apache.tools.ant.types.optional.depend.ClassfileSet,7,50,6,6,5,0,62,2,5,105,12
org.apache.tools.ant.types.optional.depend.ClassfileSet.ClassRoot,0,0,0,0,1,0,9,1,2,13,2
org.apache.tools.ant.types.optional.depend.DependScanner,93,80,7,5,2,0,81,4,14,96,20
org.apache.tools.ant.types.Parameter,9,80,0,0,1,0,23,3,6,17,6
org.apache.tools.ant.types.Parameterizable,,,1,1,0,17,3,0,1,1,1
org.apache.tools.ant.types.Path,261,55,16,13,3,0,381,2,25,106,86
org.apache.tools.ant.types.Path.PathElement,0,0,3,1,1,0,12,1,3,18,3
org.apache.tools.ant.types.PatternSet,154,61,12,11,3,0,279,4,20,79,63
org.apache.tools.ant.types.PatternSet.NameEntry,0,61,1,1,1,0,46,3,7,22,13
org.apache.tools.ant.types.Reference,4,0,2,2,1,1,26,1,3,16,7
org.apache.tools.ant.types.RegularExpression,0,66,7,4,3,0,38,1,4,37,9
org.apache.tools.ant.types.Resource,50,82,0,0,1,0,53,4,9,21,14
org.apache.tools.ant.types.ResourceFactory,,,1,1,0,6,3,0,1,1,1
org.apache.tools.ant.types.selectors.AndSelector,,,2,2,5,1,26,0,2,78,6
org.apache.tools.ant.types.selectors.BaseExtendSelector,4,0,3,3,4,5,15,1,3,34,4
org.apache.tools.ant.types.selectors.BaseSelector,9,0,2,1,3,16,25,1,5,31,9
org.apache.tools.ant.types.selectors.BaseSelectorContainer,233,0,19,18,4,6,94,1,22,83,29
org.apache.tools.ant.types.selectors.ContainsSelector,5,75,8,4,5,0,86,2,6,56,18
org.apache.tools.ant.types.selectors.DateSelector,13,87,10,5,5,0,141,5,10,66,28
org.apache.tools.ant.types.selectors.DateSelector.TimeComparisons,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.types.selectors.DependSelector,0,55,7,4,4,0,73,4,6,49,17
org.apache.tools.ant.types.selectors.DepthSelector,3,70,4,3,5,0,92,2,6,54,19
org.apache.tools.ant.types.selectors.ExtendFileSelector,,,0,0,0,6,2,0,0,2,0
org.apache.tools.ant.types.selectors.ExtendSelector,19,67,9,7,4,0,98,4,9,54,22
org.apache.tools.ant.types.selectors.FilenameSelector,8,80,4,2,5,0,73,3,7,51,17
org.apache.tools.ant.types.selectors.FileSelector,,,2,2,0,18,4,0,1,1,1
org.apache.tools.ant.types.selectors.MajoritySelector,4,0,2,2,5,0,42,1,3,79,9
org.apache.tools.ant.types.selectors.NoneSelector,,,2,2,5,1,26,0,2,78,6
org.apache.tools.ant.types.selectors.NotSelector,,,0,0,6,0,19,0,2,78,5
org.apache.tools.ant.types.selectors.OrSelector,,,2,2,5,0,26,0,2,78,6
org.apache.tools.ant.types.selectors.PresentSelector,1,55,7,5,4,0,79,4,6,48,18
org.apache.tools.ant.types.selectors.PresentSelector.FilePresence,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.types.selectors.SelectorContainer,,,17,17,0,44,21,0,19,19,19
org.apache.tools.ant.types.selectors.SelectorScanner,,,1,1,0,5,5,0,3,3,3
org.apache.tools.ant.types.selectors.SelectorUtils,45,,3,3,1,0,289,1,9,33,79
org.apache.tools.ant.types.selectors.SelectSelector,,,2,2,6,0,53,0,8,84,16
org.apache.tools.ant.types.selectors.SizeSelector,4,76,5,4,5,0,140,4,7,56,31
org.apache.tools.ant.types.selectors.SizeSelector.ByteUnits,,,0,0,2,0,13,0,1,19,1
org.apache.tools.ant.types.selectors.SizeSelector.SizeComparisons,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.types.Substitution,0,0,4,2,3,0,30,1,3,32,7
org.apache.tools.ant.types.XMLCatalog,192,76,26,23,3,0,278,3,20,97,54
org.apache.tools.ant.types.ZipFileSet,76,87,9,6,5,0,99,6,13,107,22
org.apache.tools.ant.types.ZipScanner,1,41,11,9,2,0,118,3,7,99,23
org.apache.tools.ant.UnknownElement,41,70,7,4,3,0,154,3,14,67,32
org.apache.tools.ant.util.CollectionUtils,,,3,3,1,0,42,0,2,20,12
org.apache.tools.ant.util.DateUtils,21,100,9,7,1,0,79,0,6,39,11
org.apache.tools.ant.util.depend.AbstractAnalyzer,102,84,7,6,1,3,106,7,15,55,29
org.apache.tools.ant.util.depend.bcel.AncestorAnalyzer,,,7,7,2,0,70,0,2,57,15
org.apache.tools.ant.util.depend.bcel.DependencyVisitor,37,62,9,8,2,0,46,2,10,100,12
org.apache.tools.ant.util.depend.bcel.FullAnalyzer,,,9,9,2,0,64,0,2,58,13
org.apache.tools.ant.util.depend.DependencyAnalyzer,,,4,4,0,4,12,0,10,10,10
org.apache.tools.ant.util.DOMElementWriter,13,89,11,8,1,0,174,3,6,50,40
org.apache.tools.ant.util.facade.FacadeTaskHelper,12,75,3,3,1,0,47,4,7,27,13
org.apache.tools.ant.util.facade.ImplementationSpecificArgument,1,0,0,0,2,2,16,1,2,19,4
org.apache.tools.ant.util.FileNameMapper,,,0,0,0,8,5,0,3,3,3
org.apache.tools.ant.util.FileUtils,376,91,30,21,1,0,477,4,27,126,98
org.apache.tools.ant.util.FlatFileNameMapper,,,1,0,1,0,7,0,3,19,3
org.apache.tools.ant.util.GlobPatternMapper,0,66,0,0,1,1,44,6,4,24,7
org.apache.tools.ant.util.IdentityMapper,,,0,0,1,0,7,0,3,17,3
org.apache.tools.ant.util.JavaEnvUtils,28,90,4,3,1,0,161,3,9,31,29
org.apache.tools.ant.util.JAXPUtils,21,100,9,9,1,0,60,1,7,29,10
org.apache.tools.ant.util.KeepAliveOutputStream,,,1,1,3,0,7,0,1,24,2
org.apache.tools.ant.util.LoaderUtils,0,50,3,2,1,0,52,2,3,18,5
org.apache.tools.ant.util.MergingMapper,1,0,0,0,1,0,10,1,3,17,3
org.apache.tools.ant.util.optional.NoExitSecurityManager,,,2,1,2,0,7,0,2,55,2
org.apache.tools.ant.util.PackageNameMapper,,,1,0,2,0,7,0,1,22,1
org.apache.tools.ant.util.regexp.JakartaOroMatcher,28,75,7,6,1,1,58,3,8,36,14
org.apache.tools.ant.util.regexp.JakartaOroRegexp,,,6,2,2,0,43,0,2,39,8
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,30,0,5,4,1,1,59,1,9,35,14
org.apache.tools.ant.util.regexp.JakartaRegexpRegexp,,,4,3,2,0,40,0,2,38,8
org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher,30,0,6,5,1,1,62,1,8,34,14
org.apache.tools.ant.util.regexp.Jdk14RegexpRegexp,,,4,3,2,0,51,0,2,42,10
org.apache.tools.ant.util.regexp.Regexp,,,1,1,0,3,6,0,1,1,1
org.apache.tools.ant.util.regexp.RegexpFactory,,,4,4,2,0,40,0,3,21,7
org.apache.tools.ant.util.regexp.RegexpMatcher,15,,2,2,0,7,12,0,6,6,6
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,,,3,3,1,1,47,0,4,21,7
org.apache.tools.ant.util.regexp.RegexpUtil,,,0,0,1,0,8,0,2,13,2
org.apache.tools.ant.util.RegexpPatternMapper,0,55,4,3,1,0,47,3,4,32,10
org.apache.tools.ant.util.ResourceUtils,,,9,5,1,0,65,0,1,31,11
org.apache.tools.ant.util.SourceFileScanner,0,34,8,6,1,0,43,3,3,28,7
org.apache.tools.ant.util.StringUtils,6,,3,3,1,0,37,0,4,32,6
org.apache.tools.ant.util.TaskLogger,0,0,2,1,1,0,28,1,5,17,6
org.apache.tools.ant.util.TimeoutObserver,,,1,1,0,2,3,0,1,1,1
org.apache.tools.ant.util.Watchdog,7,73,3,3,1,0,45,3,6,30,11
org.apache.tools.ant.XmlLogger,57,91,26,15,1,0,235,7,14,87,44
org.apache.tools.ant.XmlLogger.TimedElement,,,1,1,1,0,4,2,0,11,0
org.apache.tools.bzip2.BZip2Constants,,,0,0,0,2,66,0,0,0,0
org.apache.tools.bzip2.CBZip2InputStream,348,88,3,2,2,0,673,40,31,57,126
org.apache.tools.bzip2.CBZip2OutputStream,332,92,4,3,2,0,1252,35,31,55,245
org.apache.tools.bzip2.CBZip2OutputStream.StackElem,,,0,0,1,0,5,3,0,11,0
org.apache.tools.bzip2.CRC,0,50,0,0,1,0,91,2,5,16,7
org.apache.tools.mail.ErrorInQuitException,,,0,0,4,0,5,0,0,22,1
org.apache.tools.mail.MailMessage,346,88,11,8,1,0,204,9,26,72,47
org.apache.tools.mail.MailPrintStream,10,,0,0,4,0,32,1,4,65,9
org.apache.tools.mail.SmtpResponseReader,2,50,4,3,1,0,35,2,4,28,9
org.apache.tools.tar.TarBuffer,34,59,4,3,1,0,221,9,15,34,56
org.apache.tools.tar.TarConstants,,,0,0,0,1,26,0,0,0,0
org.apache.tools.tar.TarEntry,264,89,3,2,1,0,255,15,27,74,51
org.apache.tools.tar.TarInputStream,84,81,5,4,3,0,187,9,13,62,43
org.apache.tools.tar.TarOutputStream,43,84,4,3,3,0,141,9,12,52,28
org.apache.tools.tar.TarUtils,,,0,0,1,0,83,0,7,23,20
org.apache.tools.zip.AsiExtraField,137,86,4,3,1,0,118,6,18,53,23
org.apache.tools.zip.ExtraFieldUtils,8,0,6,6,1,0,96,1,5,39,13
org.apache.tools.zip.UnixStat,,,0,0,0,1,9,0,0,0,0
org.apache.tools.zip.UnrecognizedExtraField,22,76,1,1,1,0,40,3,9,28,11
org.apache.tools.zip.ZipEntry,227,92,8,6,2,0,179,8,20,72,40
org.apache.tools.zip.ZipExtraField,,,2,2,0,2,9,0,6,6,6
org.apache.tools.zip.ZipLong,0,0,0,0,1,0,35,1,4,15,8
org.apache.tools.zip.ZipOutputStream,62,90,12,9,4,0,262,13,15,99,36
org.apache.tools.zip.ZipShort,0,0,0,0,1,0,31,1,4,15,8
