Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
BrownAlmostLinearFunction;12.0;2.0;2.0;345;0;0;3
SelectionPolicy;0;0;0;14;1;0;1
Stop;5.0;1.0;6.0;345;0;0;3
LazyHolder;0.0;1.0;1.0;7;0;0;0
RealMatrix;0;0;0;750;1;1;2
LeastSquaresConverter;13.0;1.0;7.0;155;1;0;1
FrenchVector3DFormatTest;2.0;2.0;1.0;345;0;0;3
RealVectorAbstractTest;264.0;1.0;45.0;345;0;0;2
CertifiedDataTest;9.0;1.0;2.0;345;0;0;3
GaussianRandomGeneratorTest;2.0;1.0;5.0;345;0;0;3
MidpointFieldIntegratorTest;15.0;2.0;6.0;345;0;0;3
LazyHolder;0.0;1.0;1.0;7;0;0;0
TestProblemHandler;15.0;1.0;19.0;345;0;0;2
CodyWaite;6.0;1.0;1.0;61;0;0;0
StorelessUnivariateStatistic;0;0;0;59;1;1;2
PrecisionTest;23.0;1.0;6.0;345;0;0;3
SingletonIterator;5.0;1.0;1.0;34;0;0;0
LinearRank1ZeroColsAndRowsFunction;9.0;2.0;3.0;345;0;0;3
Expm1;3.0;1.0;13.0;24;1;1;2
NaturalRankingTest;9.0;1.0;7.0;345;0;0;3
Subtract;1.0;1.0;1.0;11;1;0;1
SymmLQTest;94.0;1.0;21.0;345;0;0;2
PowellOptimizer;21.0;2.0;14.0;290;1;1;2
StorelessUnivariateStatisticAbstractTest;14.0;2.0;24.0;345;0;0;2
SingularValueDecompositionTest;24.0;1.0;7.0;345;0;0;3
Floor;1.0;1.0;4.0;11;1;1;2
MathArraysTest;94.0;1.0;18.0;345;0;0;2
HighamHall54IntegratorTest;24.0;1.0;21.0;345;0;0;2
FieldHermiteInterpolatorTest;34.0;1.0;8.0;345;0;0;3
TricubicInterpolatingFunctionTest;35.0;1.0;10.0;345;0;0;3
MonotoneChainTest;2.0;2.0;7.0;345;0;0;3
Clusterer;3.0;1.0;10.0;49;1;1;2
SummaryStatistics;62.0;1.0;44.0;668;1;1;2
SecondMoment;8.0;4.0;15.0;101;1;1;2
Euclidean3D;5.0;1.0;22.0;42;1;1;2
InitialGuess;2.0;1.0;9.0;25;0;0;0
TwoAxes;5.0;1.0;3.0;345;0;0;3
KohonenTrainingTaskTest;13.0;1.0;5.0;345;0;0;3
Max;1.0;1.0;3.0;134;1;1;2
NonPositiveDefiniteOperatorException;1.0;6.0;7.0;20;0;0;0
MidpointFieldStepInterpolatorTest;5.0;2.0;10.0;345;0;0;3
SynchronizedRandomGeneratorTest;11.0;1.0;3.0;345;0;0;3
NevilleInterpolator;1.0;1.0;7.0;33;1;0;1
TDistributionTest;16.0;2.0;5.0;345;0;0;3
DummyOptimizer;2.0;3.0;4.0;345;0;0;3
Segment;6.0;1.0;11.0;39;0;1;1
PerfectInterpolator;15.0;1.0;4.0;345;0;0;3
GeneticAlgorithm;18.0;1.0;23.0;184;0;1;2
NewtonSolverTest;5.0;1.0;9.0;345;0;0;3
MeasurementModel;0;0;0;23;1;0;1
HarmonicOscillatorTest;16.0;1.0;8.0;345;0;0;3
ElliRotated;4.0;1.0;5.0;345;0;0;3
Product;15.0;3.0;10.0;187;1;1;2
PerfTestUtils;15.0;1.0;6.0;345;0;0;3
ComplexFormatAbstractTest;32.0;1.0;5.0;345;0;0;3
ModelSpecificationException;1.0;6.0;6.0;18;0;0;0
OrderedCrossoverTest;8.0;1.0;11.0;345;0;0;3
LutherStepInterpolatorTest;5.0;1.0;11.0;345;0;0;3
PerfectStarter;4.0;2.0;7.0;345;0;0;3
MillerUpdatingRegression;150.0;1.0;9.0;1031;1;1;2
MultivariateVectorFunction;0;0;0;14;1;0;1
Vector3DFormatTest;2.0;2.0;1.0;345;0;0;3
UniformIntegerDistributionTest;10.0;2.0;4.0;345;0;0;3
Well19937c;5.0;3.0;48.0;73;1;0;2
HarmonicFitter;3.0;2.0;5.0;333;0;1;1
Box3DimensionalFunction;5.0;2.0;3.0;345;0;0;3
MaxEvalCallback;1.0;1.0;3.0;14;0;0;0
AbstractFormat;18.0;3.0;8.0;160;1;0;1
MultivariateFunction;0;0;0;22;1;0;1
SubCircleTest;6.0;1.0;15.0;345;0;0;2
CircleScalar;11.0;1.0;6.0;345;0;0;3
Well19937a;5.0;3.0;5.0;69;1;0;1
EulerIntegratorTest;17.0;1.0;20.0;345;0;0;2
Direction;2.0;0;1.0;36;0;0;0
AbstractUnivariateDifferentiableSolver;4.0;2.0;6.0;54;1;0;1
SimpleRegressionTest;48.0;1.0;10.0;345;0;0;3
ChebyshevDistance;1.0;1.0;4.0;14;1;1;2
RosenbrockFunction;3.0;2.0;2.0;345;0;0;3
WeightedObservedPoint;4.0;1.0;6.0;52;0;0;0
VectorialMeanTest;8.0;1.0;5.0;345;0;0;3
LevenbergMarquardtOptimizerTest;19.0;2.0;23.0;345;0;0;2
AllowedSolution;0.0;0;13.0;50;0;0;0
OpenMapRealVector;106.0;3.0;16.0;744;1;1;2
FractionFormatTest;24.0;1.0;7.0;345;0;0;3
SphericalCoordinatesTest;17.0;1.0;6.0;345;0;0;3
HighamHall54FieldIntegrator;12.0;4.0;14.0;160;1;1;2
RandomGeneratorFactory;16.0;1.0;5.0;86;1;1;2
ExponentialDistribution;29.0;2.0;13.0;291;1;1;2
InitialGuess;2.0;1.0;21.0;25;0;0;2
SmoothedDataHistogram;6.0;1.0;8.0;63;1;1;2
DataRow;8.0;1.0;3.0;54;0;0;0
SumTest;6.0;3.0;6.0;345;0;0;3
ConstantKernelEmpiricalDistribution;2.0;3.0;5.0;345;0;0;3
SumOfClusterVariances;5.0;2.0;7.0;37;1;0;1
MonotoneChain;21.0;2.0;7.0;134;1;1;2
StatisticalReferenceDatasetFactory;12.0;1.0;4.0;345;0;0;3
BinomialTest;15.0;1.0;9.0;128;0;0;3
BoundarySizeVisitor;7.0;1.0;7.0;38;1;0;1
EmpiricalDistributionTest;59.0;2.0;19.0;345;0;0;2
ClassicalRungeKuttaFieldIntegrator;6.0;3.0;11.0;79;1;1;2
RandomGenerator;0;0;0;117;1;1;2
ZipfDistribution;26.0;2.0;10.0;421;1;1;2
TestFieldProblemAbstract;17.0;1.0;23.0;345;0;0;2
UpdateAction;0;0;0;15;1;1;2
AVLTreeTest;17.0;1.0;3.0;345;0;0;3
PointValuePairTest;2.0;1.0;4.0;345;0;0;3
SimpleValueCheckerTest;3.0;1.0;3.0;345;0;0;3

